"Gene stable ID","Transcript stable ID","UniProtKB/TrEMBL ID","Plant Reactome Reaction ID"
AT5G07990,AT5G07990.1,A0A178UNZ9,R-ATH-9609573
AT5G07990,AT5G07990.1,A0A178UNZ9,R-ATH-1119322
AT5G07990,AT5G07990.1,A0A178UNZ9,R-ATH-1119415
AT5G07990,AT5G07990.1,Q9M536,R-ATH-9609573
AT5G07990,AT5G07990.1,Q9M536,R-ATH-1119322
AT5G07990,AT5G07990.1,Q9M536,R-ATH-1119415
AT5G07990,AT5G07990.1,Q9FF07,R-ATH-9609573
AT5G07990,AT5G07990.1,Q9FF07,R-ATH-1119322
AT5G07990,AT5G07990.1,Q9FF07,R-ATH-1119415
AT5G07990,AT5G07990.1,Q7XJ45,R-ATH-9609573
AT5G07990,AT5G07990.1,Q7XJ45,R-ATH-1119322
AT5G07990,AT5G07990.1,Q7XJ45,R-ATH-1119415
AT2G45310,AT2G45310.1,A0A178VSI0,R-ATH-1119428
AT2G45310,AT2G45310.1,A0A178VSI0,R-ATH-1119620
AT1G76530,AT1G76530.1,ND,R-ATH-8868949
AT1G76530,AT1G76530.3,A0A1P8APP3,R-ATH-8868949
AT1G76530,AT1G76530.2,ND,R-ATH-8868949
AT3G62130,AT3G62130.2,A0A178VKW4,R-ATH-1119612
AT3G62130,AT3G62130.1,A0A178VKW4,R-ATH-1119612
AT3G16700,AT3G16700.4,Q681F1,R-ATH-1119506
AT3G16700,AT3G16700.1,A0A178VDU3,R-ATH-1119506
AT3G16700,AT3G16700.3,Q681F1,R-ATH-1119506
AT3G16700,AT3G16700.2,A8MQJ9,R-ATH-1119506
AT4G35830,AT4G35830.2,B3H5Y0,R-ATH-1119533
AT4G35830,AT4G35830.2,B3H5Y0,R-ATH-1119540
AT4G35830,AT4G35830.1,A0A178V2T4,R-ATH-1119533
AT4G35830,AT4G35830.1,A0A178V2T4,R-ATH-1119540
AT5G23010,AT5G23010.1,A0A178UPV6,R-ATH-1119540
AT5G23010,AT5G23010.3,A0A1P8B9L0,R-ATH-1119540
AT5G23010,AT5G23010.2,A0A1P8B9L6,R-ATH-1119540
AT3G09090,AT3G09090.2,ND,R-ATH-8986768
AT3G09090,AT3G09090.3,ND,R-ATH-8986768
AT3G09090,AT3G09090.1,A0A178VNH6,R-ATH-8986768
AT2G39800,AT2G39800.4,A0A178VY37,R-ATH-1119495
AT2G39800,AT2G39800.4,A0A178VY37,R-ATH-1119631
AT2G39800,AT2G39800.4,Q8RXP0,R-ATH-1119495
AT2G39800,AT2G39800.4,Q8RXP0,R-ATH-1119631
AT2G39800,AT2G39800.1,A0A178VY37,R-ATH-1119495
AT2G39800,AT2G39800.1,A0A178VY37,R-ATH-1119631
AT2G39800,AT2G39800.1,B9DHM7,R-ATH-1119495
AT2G39800,AT2G39800.1,B9DHM7,R-ATH-1119631
AT2G39800,AT2G39800.2,B9DFG0,R-ATH-1119495
AT2G39800,AT2G39800.2,B9DFG0,R-ATH-1119631
AT2G39800,AT2G39800.3,F4IFZ9,R-ATH-1119495
AT2G39800,AT2G39800.3,F4IFZ9,R-ATH-1119631
AT5G38710,AT5G38710.2,A0A1P8BCG0,R-ATH-1119495
AT5G38710,AT5G38710.2,A0A1P8BCG0,R-ATH-1119337
AT5G38710,AT5G38710.1,A0A178UQV1,R-ATH-1119495
AT5G38710,AT5G38710.1,A0A178UQV1,R-ATH-1119337
AT2G35500,AT2G35500.1,A0A178VTB9,R-ATH-1119430
AT1G76520,AT1G76520.2,A0A178W0X0,R-ATH-8868949
AT1G76520,AT1G76520.2,Q8LER0,R-ATH-8868949
AT1G76520,AT1G76520.1,A0A178W0X0,R-ATH-8868949
AT1G76520,AT1G76520.1,A0A178WAX3,R-ATH-8868949
AT3G14415,AT3G14415.3,A0A178VBY9,R-ATH-1119312
AT3G14415,AT3G14415.3,A0A178VBY9,R-ATH-1119596
AT3G14415,AT3G14415.2,F4JFV6,R-ATH-1119312
AT3G14415,AT3G14415.2,F4JFV6,R-ATH-1119596
AT3G14415,AT3G14415.2,A0A384L6X3,R-ATH-1119312
AT3G14415,AT3G14415.2,A0A384L6X3,R-ATH-1119596
AT3G14415,AT3G14415.1,A0A178VBY9,R-ATH-1119312
AT3G14415,AT3G14415.1,A0A178VBY9,R-ATH-1119596
AT3G14415,AT3G14415.1,O24500,R-ATH-1119312
AT3G14415,AT3G14415.1,O24500,R-ATH-1119596
AT3G14415,AT3G14415.1,Q42040,R-ATH-1119312
AT3G14415,AT3G14415.1,Q42040,R-ATH-1119596
AT1G75290,AT1G75290.1,B3LFB7,R-ATH-1119395
AT1G75290,AT1G75290.1,B3LFB7,R-ATH-1119453
AT1G75290,AT1G75290.1,Q9FRM0,R-ATH-1119395
AT1G75290,AT1G75290.1,Q9FRM0,R-ATH-1119453
AT1G75290,AT1G75290.2,A0A1P8ART1,R-ATH-1119395
AT1G75290,AT1G75290.2,A0A1P8ART1,R-ATH-1119453
AT1G75290,AT1G75290.2,A0A178WHM8,R-ATH-1119395
AT1G75290,AT1G75290.2,A0A178WHM8,R-ATH-1119453
AT1G50450,AT1G50450.1,Q94BZ0,R-ATH-1119365
AT1G50450,AT1G50450.1,A0A178W6N9,R-ATH-1119365
AT1G50450,AT1G50450.1,Q9LPS0,R-ATH-1119365
AT5G11260,AT5G11260.2,A0A1P8BB55,R-ATH-8933811
AT5G11260,AT5G11260.2,A0A178UQE4,R-ATH-8933811
AT5G11260,AT5G11260.1,Q1H5E5,R-ATH-8933811
AT5G11260,AT5G11260.1,A0A384KAH1,R-ATH-8933811
AT4G32180,AT4G32180.3,F4JTJ6,R-ATH-1119394
AT4G32180,AT4G32180.2,F4JTJ6,R-ATH-1119394
AT4G32180,AT4G32180.1,A0A178V4D0,R-ATH-1119394
AT4G21540,AT4G21540.3,ND,R-ATH-1119325
AT4G21540,AT4G21540.1,A0A178V174,R-ATH-1119325
AT4G21540,AT4G21540.1,A0A178V2Q9,R-ATH-1119325
AT4G21540,AT4G21540.2,F4JJK1,R-ATH-1119325
AT5G62530,AT5G62530.1,A0A178UEC9,R-ATH-1119289
AT2G26830,AT2G26830.1,A0A178VXG5,R-ATH-1119556
AT1G34760,AT1G34760.1,A0A178W018,R-ATH-5632095
AT1G34760,AT1G34760.2,ND,R-ATH-5632095
AT2G36530,AT2G36530.1,A0A178VT47,R-ATH-8879007
AT2G36530,AT2G36530.1,Q56WK5,R-ATH-8879007
AT2G36530,AT2G36530.1,Q944M3,R-ATH-8879007
AT2G36530,AT2G36530.2,A0A1P8B1N1,R-ATH-8879007
AT4G06746,AT4G06746.1,A0A178U651,R-ATH-8879007
AT1G68130,AT1G68130.2,ND,R-ATH-5679411
AT1G68130,AT1G68130.1,A0A178WFX0,R-ATH-5679411
AT3G19450,AT3G19450.1,A0A178VK12,R-ATH-1119316
AT4G34570,AT4G34570.2,A0A1P8B685,R-ATH-1119523
AT4G34570,AT4G34570.2,A0A1P8B685,R-ATH-1119265
AT4G34570,AT4G34570.1,A0A178UZ11,R-ATH-1119523
AT4G34570,AT4G34570.1,A0A178UZ11,R-ATH-1119265
AT4G34570,AT4G34570.4,A0A1P8B679,R-ATH-1119523
AT4G34570,AT4G34570.4,A0A1P8B679,R-ATH-1119265
AT4G34570,AT4G34570.3,A0A1P8B676,R-ATH-1119523
AT4G34570,AT4G34570.3,A0A1P8B676,R-ATH-1119265
AT4G34570,AT4G34570.5,A0A1P8B676,R-ATH-1119523
AT4G34570,AT4G34570.5,A0A1P8B676,R-ATH-1119265
AT1G56190,AT1G56190.2,F4I3L1,R-ATH-1119519
AT1G56190,AT1G56190.1,A0A178W4Q1,R-ATH-1119519
AT3G07620,AT3G07620.1,W8Q376,R-ATH-5655010
AT3G07620,AT3G07620.1,A0A178VDN4,R-ATH-5655010
AT5G59750,AT5G59750.2,F4KJA1,R-ATH-1119379
AT5G59750,AT5G59750.3,A0A1P8BHH7,R-ATH-1119379
AT5G59750,AT5G59750.3,A0A178UMK1,R-ATH-1119379
AT5G59750,AT5G59750.1,A0A178UKK3,R-ATH-1119379
AT2G17640,AT2G17640.1,A0A178VYT8,R-ATH-1119331
AT2G17640,AT2G17640.1,A0A178VZH5,R-ATH-1119331
AT2G17640,AT2G17640.1,A0A178WM66,R-ATH-1119331
AT2G17640,AT2G17640.1,A0A178VXS4,R-ATH-1119331
AT5G05880,AT5G05880.1,A0A068FHS2,R-ATH-1119473
AT5G05880,AT5G05880.1,A0A178UDH4,R-ATH-1119473
AT5G46760,AT5G46760.1,A0A178UPV4,R-ATH-6787011
AT5G28850,AT5G28850.1,ND,R-ATH-5632095
AT5G28850,AT5G28850.2,A0A178UGI1,R-ATH-5632095
AT5G28850,AT5G28850.2,A0A178UD63,R-ATH-5632095
AT2G33100,AT2G33100.1,W8PVL4,R-ATH-1119314
AT2G33100,AT2G33100.2,W8PVL4,R-ATH-1119314
AT2G33100,AT2G33100.2,A0A178VZJ3,R-ATH-1119314
AT1G22015,AT1G22015.1,W8Q3R8,R-ATH-1119341
AT1G22015,AT1G22015.1,A0A384KFJ9,R-ATH-1119341
AT2G01570,AT2G01570.1,A0A178VRT8,R-ATH-6787011
AT2G01570,AT2G01570.1,A0A178VRT8,R-ATH-5679411
AT1G03840,AT1G03840.2,ND,R-ATH-5679411
AT1G03840,AT1G03840.1,C0SUS5,R-ATH-5679411
AT1G03840,AT1G03840.1,A0A384LMU1,R-ATH-5679411
AT2G28550,AT2G28550.4,A0A1P8AYL0,R-ATH-9608575
AT2G28550,AT2G28550.6,A0A1P8AYJ5,R-ATH-9608575
AT2G28550,AT2G28550.1,ND,R-ATH-9608575
AT2G28550,AT2G28550.3,F4IIR3,R-ATH-9608575
AT2G28550,AT2G28550.5,A0A1P8AYM1,R-ATH-9608575
AT2G28550,AT2G28550.5,A0A178VRW6,R-ATH-9608575
AT2G28550,AT2G28550.5,A0A178VRN1,R-ATH-9608575
AT2G28550,AT2G28550.5,B2CVW8,R-ATH-9608575
AT2G28550,AT2G28550.5,B2CVW5,R-ATH-9608575
AT2G28550,AT2G28550.5,B2CVX6,R-ATH-9608575
AT2G28550,AT2G28550.5,B2CVW4,R-ATH-9608575
AT2G28550,AT2G28550.5,B2CVW9,R-ATH-9608575
AT2G28550,AT2G28550.2,A0A1P8AYJ5,R-ATH-9608575
AT2G28550,AT2G28550.2,A0A178VQQ4,R-ATH-9608575
AT3G50260,AT3G50260.1,A0A178VN80,R-ATH-8879007
AT5G23020,AT5G23020.1,Q705L0,R-ATH-1119540
AT5G23020,AT5G23020.1,A0A178UHU6,R-ATH-1119540
AT5G38010,AT5G38010.1,W8QN66,R-ATH-1119473
AT5G38010,AT5G38010.1,A0A178US16,R-ATH-1119473
AT3G48000,AT3G48000.1,A0A178VKH7,R-ATH-1119337
AT4G02780,AT4G02780.1,A0A178V1J8,R-ATH-1119308
AT4G02780,AT4G02780.1,A0A178V1J8,R-ATH-1119348
AT5G40650,AT5G40650.1,A0A178UNP1,R-ATH-1119533
AT5G40650,AT5G40650.2,A0A1P8BFU4,R-ATH-1119533
AT3G11440,AT3G11440.1,A0A178VKX5,R-ATH-9608575
AT3G11440,AT3G11440.2,A0A1I9LR38,R-ATH-9608575
AT3G11440,AT3G11440.2,B2CUS5,R-ATH-9608575
AT3G11440,AT3G11440.2,B2CUR6,R-ATH-9608575
AT3G11440,AT3G11440.2,B2CUR3,R-ATH-9608575
AT3G11440,AT3G11440.2,B2CUR0,R-ATH-9608575
AT3G11440,AT3G11440.4,A0A178VKX5,R-ATH-9608575
AT3G11440,AT3G11440.3,A0A178VKX5,R-ATH-9608575
AT5G23670,AT5G23670.2,ND,R-ATH-1119325
AT5G23670,AT5G23670.2,ND,R-ATH-1119610
AT5G23670,AT5G23670.1,A0A178UKE4,R-ATH-1119325
AT5G23670,AT5G23670.1,A0A178UKE4,R-ATH-1119610
AT2G32440,AT2G32440.1,Q058Q0,R-ATH-1119557
AT2G32440,AT2G32440.1,Q56YS1,R-ATH-1119557
AT2G32440,AT2G32440.1,A0A384KBX4,R-ATH-1119557
AT2G32440,AT2G32440.2,Q058Q0,R-ATH-1119557
AT2G32440,AT2G32440.2,A0A384KBX4,R-ATH-1119557
AT5G56640,AT5G56640.2,A0A1P8BGX3,R-ATH-1119431
AT5G56640,AT5G56640.1,A0A178U852,R-ATH-1119431
AT2G43100,AT2G43100.1,A0A178VZE1,R-ATH-1119540
AT1G76790,AT1G76790.1,A0A178WFJ3,R-ATH-9609573
AT1G22940,AT1G22940.1,A0A178W9W3,R-ATH-1119629
AT4G18780,AT4G18780.1,A0A068FHR7,R-ATH-1119314
AT4G18780,AT4G18780.1,A0A178UYM8,R-ATH-1119314
AT1G79370,AT1G79370.1,F4IF38,R-ATH-1119486
AT1G79370,AT1G79370.1,A0A178W6I5,R-ATH-1119486
AT1G79370,AT1G79370.1,O64514,R-ATH-1119486
AT1G79370,AT1G79370.1,Q9SAL1,R-ATH-1119486
AT2G37690,AT2G37690.1,Q84TI2,R-ATH-1119436
AT2G37690,AT2G37690.1,A0A178VLD9,R-ATH-1119436
AT2G37690,AT2G37690.1,O80937,R-ATH-1119436
AT2G37690,AT2G37690.1,A0A178VY57,R-ATH-1119436
AT1G46768,AT1G46768.3,A0A178W8X3,R-ATH-8879007
AT1G46768,AT1G46768.3,A0A384KYA3,R-ATH-8879007
AT1G46768,AT1G46768.2,A0A178WAW3,R-ATH-8879007
AT1G46768,AT1G46768.1,A0A178WAW3,R-ATH-8879007
AT3G22200,AT3G22200.2,ND,R-ATH-1119458
AT3G22200,AT3G22200.2,ND,R-ATH-1119610
AT3G22200,AT3G22200.1,A0A178VBB5,R-ATH-1119458
AT3G22200,AT3G22200.1,A0A178VBB5,R-ATH-1119610
AT1G74040,AT1G74040.2,A0A1P8AUZ8,R-ATH-1119540
AT1G74040,AT1G74040.3,A0A1P8AV04,R-ATH-1119540
AT1G74040,AT1G74040.1,A0A178U5D5,R-ATH-1119540
AT1G74040,AT1G74040.1,B9DI07,R-ATH-1119540
AT1G74040,AT1G74040.1,A0A178WEK1,R-ATH-1119540
AT5G22130,AT5G22130.1,Q0WVX1,R-ATH-1119573
AT5G22130,AT5G22130.1,A0A178UNK8,R-ATH-1119573
AT5G22130,AT5G22130.3,A0A1P8BHL0,R-ATH-1119573
AT5G22130,AT5G22130.3,A0A178UNM2,R-ATH-1119573
AT5G22130,AT5G22130.2,F4K8F7,R-ATH-1119573
AT5G43410,AT5G43410.1,A0A178UK17,R-ATH-6787011
AT2G44050,AT2G44050.1,A0A178VP65,R-ATH-1119379
AT4G38800,AT4G38800.1,A0A178UXV8,R-ATH-1119624
AT3G11750,AT3G11750.1,A0A178V8H2,R-ATH-1119523
AT3G11750,AT3G11750.1,A0A178V8H2,R-ATH-1119265
AT3G11750,AT3G11750.1,A0A178VA15,R-ATH-1119523
AT3G11750,AT3G11750.1,A0A178VA15,R-ATH-1119265
AT2G36880,AT2G36880.1,A0A178VXF8,R-ATH-1119501
AT2G36880,AT2G36880.1,A0A178VXF8,R-ATH-1119334
AT2G36880,AT2G36880.1,A0A178VXF8,R-ATH-1119624
AT2G36880,AT2G36880.1,A0A178VXF8,R-ATH-9025754
AT2G36880,AT2G36880.2,A0A178VXF8,R-ATH-1119501
AT2G36880,AT2G36880.2,A0A178VXF8,R-ATH-1119334
AT2G36880,AT2G36880.2,A0A178VXF8,R-ATH-1119624
AT2G36880,AT2G36880.2,A0A178VXF8,R-ATH-9025754
AT4G02610,AT4G02610.1,A0A178UX50,R-ATH-1119494
AT2G35650,AT2G35650.1,W8PUY9,R-ATH-1119573
AT2G35650,AT2G35650.2,A0A1P8B2I0,R-ATH-1119573
AT2G35650,AT2G35650.2,A0A384L370,R-ATH-1119573
AT2G35650,AT2G35650.3,A0A1P8B2I3,R-ATH-1119573
AT2G35650,AT2G35650.4,A0A1P8B2I0,R-ATH-1119573
AT2G35650,AT2G35650.4,A0A384L370,R-ATH-1119573
AT1G27980,AT1G27980.1,A0A178WG67,R-ATH-1119325
AT1G27980,AT1G27980.1,A0A178WA99,R-ATH-1119325
AT1G27980,AT1G27980.1,A0A178W897,R-ATH-1119325
AT3G01180,AT3G01180.1,W8QNS2,R-ATH-1119477
AT3G01180,AT3G01180.1,A0A178VC38,R-ATH-1119477
AT3G63520,AT3G63520.1,A0A178V6B6,R-ATH-9609352
AT2G36390,AT2G36390.1,A0A178VXI8,R-ATH-1119477
AT2G36390,AT2G36390.1,A0A178VXF9,R-ATH-1119477
AT2G36390,AT2G36390.1,A0A178W019,R-ATH-1119477
AT2G36390,AT2G36390.1,A0A178W152,R-ATH-1119477
AT2G36390,AT2G36390.1,A0A178W1R0,R-ATH-1119477
AT5G37830,AT5G37830.1,A0A178UMY9,R-ATH-1119342
AT4G39540,AT4G39540.1,A0A178UTT0,R-ATH-1119430
AT4G39540,AT4G39540.3,F4JW33,R-ATH-1119430
AT4G39540,AT4G39540.2,A0A178UTT0,R-ATH-1119430
AT4G26770,AT4G26770.1,A0A178V2S1,R-ATH-1119402
AT4G26770,AT4G26770.1,A0A178V2S1,R-ATH-1119260
AT2G46990,AT2G46990.2,E1A7R2,R-ATH-5608118
AT2G46990,AT2G46990.1,A0A178W181,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R8,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R5,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R3,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7Q8,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R4,R-ATH-5608118
AT2G46990,AT2G46990.1,D3K0J3,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R6,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R9,R-ATH-5608118
AT2G46990,AT2G46990.1,D3K0J6,R-ATH-5608118
AT2G46990,AT2G46990.1,E1A7R0,R-ATH-5608118
AT2G46990,AT2G46990.1,D3K0J5,R-ATH-5608118
AT1G29410,AT1G29410.6,ND,R-ATH-1119494
AT1G29410,AT1G29410.2,ND,R-ATH-1119494
AT1G29410,AT1G29410.3,A0A1P8ATF0,R-ATH-1119494
AT1G29410,AT1G29410.5,A0A1P8ATF0,R-ATH-1119494
AT1G29410,AT1G29410.7,A0A1P8ATF1,R-ATH-1119494
AT1G29410,AT1G29410.4,A0A178WM26,R-ATH-1119494
AT1G29410,AT1G29410.1,ND,R-ATH-1119494
AT1G78570,AT1G78570.1,A0A178W4U5,R-ATH-1119428
AT1G78570,AT1G78570.1,A0A178W4U5,R-ATH-1119620
AT1G42970,AT1G42970.1,A0A178WKB6,R-ATH-1119424
AT1G42970,AT1G42970.1,A0A178WKB4,R-ATH-1119424
AT1G42970,AT1G42970.1,Q41185,R-ATH-1119424
AT3G59760,AT3G59760.3,Q0WWQ5,R-ATH-1119331
AT3G59760,AT3G59760.3,A0A178V9N8,R-ATH-1119331
AT3G59760,AT3G59760.3,Q570E6,R-ATH-1119331
AT3G59760,AT3G59760.3,B9DI60,R-ATH-1119331
AT3G59760,AT3G59760.1,B9DFR6,R-ATH-1119331
AT3G59760,AT3G59760.2,F4J9F7,R-ATH-1119331
AT1G49670,AT1G49670.2,F4I3C3,R-ATH-1119309
AT1G49670,AT1G49670.1,Q9FX95,R-ATH-1119309
AT1G49670,AT1G49670.1,A0A178W512,R-ATH-1119309
AT1G49670,AT1G49670.1,Q39174,R-ATH-1119309
AT1G31260,AT1G31260.1,A0A178WCX4,R-ATH-9025727
AT1G78700,AT1G78700.1,A0A178WLH5,R-ATH-5632095
AT1G78700,AT1G78700.1,A0A178WLH5,R-ATH-5679411
AT5G47770,AT5G47770.1,A0A178ULK1,R-ATH-1119472
AT5G47770,AT5G47770.1,A0A178ULK1,R-ATH-1119569
AT2G04560,AT2G04560.1,W8Q740,R-ATH-1119323
AT2G04560,AT2G04560.1,A0A178VTZ4,R-ATH-1119323
AT2G04560,AT2G04560.1,A0A178VSA8,R-ATH-1119323
AT1G07570,AT1G07570.3,F4HQQ0,R-ATH-9611432
AT1G07570,AT1G07570.4,A0A1P8ANC9,R-ATH-9611432
AT1G07570,AT1G07570.2,A0A178WBM7,R-ATH-9611432
AT1G07570,AT1G07570.5,A0A178WBM7,R-ATH-9611432
AT1G07570,AT1G07570.1,A0A178WBM7,R-ATH-9611432
AT3G20330,AT3G20330.2,ND,R-ATH-1119263
AT3G20330,AT3G20330.2,ND,R-ATH-1119444
AT3G20330,AT3G20330.1,A0A178VJE3,R-ATH-1119263
AT3G20330,AT3G20330.1,A0A178VJE3,R-ATH-1119444
AT5G11520,AT5G11520.1,A0A178UKY4,R-ATH-1119393
AT5G11520,AT5G11520.1,A0A178UKY4,R-ATH-1119281
AT5G11520,AT5G11520.1,A0A178UKY4,R-ATH-1119553
AT3G07630,AT3G07630.1,ND,R-ATH-1119389
AT3G07630,AT3G07630.2,A0A178V8T7,R-ATH-1119389
AT3G07630,AT3G07630.3,ND,R-ATH-1119389
AT3G49930,AT3G49930.1,Q9SN24,R-ATH-8879007
AT3G49930,AT3G49930.1,A0A178VDD5,R-ATH-8879007
AT2G46530,AT2G46530.2,ND,R-ATH-5608118
AT2G46530,AT2G46530.3,ND,R-ATH-5608118
AT2G46530,AT2G46530.1,A0A178VRP5,R-ATH-5608118
AT1G04400,AT1G04400.2,G4WTR2,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTR2,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTY2,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTZ0,R-ATH-8933811
AT1G04400,AT1G04400.1,W8QHK6,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTW5,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WU61,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTR0,R-ATH-8933811
AT1G04400,AT1G04400.1,A0A178WFD5,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTQ6,R-ATH-8933811
AT1G04400,AT1G04400.1,G4WTV6,R-ATH-8933811
AT1G50370,AT1G50370.1,A0A178W0C4,R-ATH-5632095
AT5G20830,AT5G20830.1,ND,R-ATH-1119452
AT5G20830,AT5G20830.1,ND,R-ATH-1119465
AT5G20830,AT5G20830.2,A0A178UL40,R-ATH-1119452
AT5G20830,AT5G20830.2,A0A178UL40,R-ATH-1119465
AT5G20830,AT5G20830.3,ND,R-ATH-1119452
AT5G20830,AT5G20830.3,ND,R-ATH-1119465
AT2G22450,AT2G22450.1,ND,R-ATH-1119379
AT1G22300,AT1G22300.3,F4I1C1,R-ATH-5632095
AT1G22300,AT1G22300.1,A0A178W0Z4,R-ATH-5632095
AT1G22300,AT1G22300.1,Q56ZM0,R-ATH-5632095
AT1G22300,AT1G22300.2,B9DFR1,R-ATH-5632095
AT1G31710,AT1G31710.1,F4IAX1,R-ATH-1119486
AT1G31710,AT1G31710.1,F4IAX1,R-ATH-1119271
AT1G31710,AT1G31710.1,Q8GZ62,R-ATH-1119486
AT1G31710,AT1G31710.1,Q8GZ62,R-ATH-1119271
AT1G31710,AT1G31710.1,Q9C6W0,R-ATH-1119486
AT1G31710,AT1G31710.1,Q9C6W0,R-ATH-1119271
AT1G31710,AT1G31710.1,Q9C6W1,R-ATH-1119486
AT1G31710,AT1G31710.1,Q9C6W1,R-ATH-1119271
AT1G31710,AT1G31710.1,A0A178W588,R-ATH-1119486
AT1G31710,AT1G31710.1,A0A178W588,R-ATH-1119271
AT1G04250,AT1G04250.1,A0A178WIK9,R-ATH-5608118
AT1G04250,AT1G04250.1,E1A7M1,R-ATH-5608118
AT1G04250,AT1G04250.1,D3K0H7,R-ATH-5608118
AT1G04250,AT1G04250.1,D3K0D7,R-ATH-5608118
AT1G04250,AT1G04250.1,E1A7M0,R-ATH-5608118
AT1G04250,AT1G04250.1,E1A7M5,R-ATH-5608118
AT1G04250,AT1G04250.1,A5YXS5,R-ATH-5608118
AT1G04250,AT1G04250.1,E1A7M3,R-ATH-5608118
AT3G02020,AT3G02020.1,A0A178V4W1,R-ATH-1119273
AT3G02020,AT3G02020.1,A0A178V4W1,R-ATH-1119283
AT3G02020,AT3G02020.1,A0A178V4W1,R-ATH-1119419
AT3G02020,AT3G02020.1,A0A178V4W1,R-ATH-1119295
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119273
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119283
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119419
AT3G02020,AT3G02020.1,A0A178V8J9,R-ATH-1119295
AT3G02020,AT3G02020.1,A0A178V644,R-ATH-1119273
AT3G02020,AT3G02020.1,A0A178V644,R-ATH-1119283
AT3G02020,AT3G02020.1,A0A178V644,R-ATH-1119419
AT3G02020,AT3G02020.1,A0A178V644,R-ATH-1119295
AT1G17420,AT1G17420.1,A0A178W8T5,R-ATH-1119332
AT1G17420,AT1G17420.1,A0A178W8T5,R-ATH-1119566
AT1G17420,AT1G17420.1,A0A178W8T5,R-ATH-1119618
AT1G17420,AT1G17420.1,A0A178WH96,R-ATH-1119332
AT1G17420,AT1G17420.1,A0A178WH96,R-ATH-1119566
AT1G17420,AT1G17420.1,A0A178WH96,R-ATH-1119618
AT1G21120,AT1G21120.1,ND,R-ATH-9609573
AT1G21120,AT1G21120.2,A0A1P8AP65,R-ATH-9609573
AT1G73600,AT1G73600.2,A0A178W9T1,R-ATH-1119556
AT1G73600,AT1G73600.2,Q8L7A8,R-ATH-1119556
AT1G73600,AT1G73600.1,ND,R-ATH-1119556
AT3G02570,AT3G02570.1,A0A178VN24,R-ATH-1119410
AT3G02570,AT3G02570.1,A0A178VN24,R-ATH-1119595
AT3G02570,AT3G02570.1,A0A178VN24,R-ATH-1119628
AT1G08830,AT1G08830.1,A0A178WMU1,R-ATH-1119403
AT1G08830,AT1G08830.1,A0A178WMU1,R-ATH-9611432
AT1G08830,AT1G08830.2,A0A178WMU1,R-ATH-1119403
AT1G08830,AT1G08830.2,A0A178WMU1,R-ATH-9611432
AT1G08830,AT1G08830.2,A0A178WKK8,R-ATH-1119403
AT1G08830,AT1G08830.2,A0A178WKK8,R-ATH-9611432
AT1G08830,AT1G08830.2,B2CTY5,R-ATH-1119403
AT1G08830,AT1G08830.2,B2CTY5,R-ATH-9611432
AT2G20340,AT2G20340.1,F6L7A0,R-ATH-1119486
AT2G20340,AT2G20340.1,F6L7A0,R-ATH-1119438
AT2G20340,AT2G20340.1,F6L7A0,R-ATH-1119344
AT2G20340,AT2G20340.1,A0A178VN88,R-ATH-1119486
AT2G20340,AT2G20340.1,A0A178VN88,R-ATH-1119438
AT2G20340,AT2G20340.1,A0A178VN88,R-ATH-1119344
AT2G20340,AT2G20340.2,A0A1P8B021,R-ATH-1119486
AT2G20340,AT2G20340.2,A0A1P8B021,R-ATH-1119438
AT2G20340,AT2G20340.2,A0A1P8B021,R-ATH-1119344
AT1G79500,AT1G79500.2,A0A178W4C4,R-ATH-1119532
AT1G79500,AT1G79500.3,A0A178W4C4,R-ATH-1119532
AT1G79500,AT1G79500.1,A0A178W4C4,R-ATH-1119532
AT1G79500,AT1G79500.4,A0A178W4C4,R-ATH-1119532
AT3G57050,AT3G57050.1,B9DGA0,R-ATH-1119400
AT3G57050,AT3G57050.1,A0A178V6Z2,R-ATH-1119400
AT3G57050,AT3G57050.4,A0A1I9LQK6,R-ATH-1119400
AT3G57050,AT3G57050.4,Q8LAA9,R-ATH-1119400
AT3G57050,AT3G57050.5,A0A1I9LQK7,R-ATH-1119400
AT3G57050,AT3G57050.3,F4J244,R-ATH-1119400
AT3G57050,AT3G57050.2,A0A178V8L7,R-ATH-1119400
AT3G06060,AT3G06060.2,A0A1I9LMA8,R-ATH-1119325
AT3G06060,AT3G06060.1,ND,R-ATH-1119325
