"Gene stable ID","Transcript stable ID","UniProtKB/TrEMBL ID","Plant Reactome Reaction ID"
AT4G36780,AT4G36780.1,A0A178V2S6,R-ATH-5679411
AT1G19540,AT1G19540.1,Q29PX7,R-ATH-1119395
AT1G19540,AT1G19540.1,Q29PX7,R-ATH-1119453
AT1G19540,AT1G19540.1,Q9LN40,R-ATH-1119395
AT1G19540,AT1G19540.1,Q9LN40,R-ATH-1119453
AT1G19540,AT1G19540.1,A0A178WLZ6,R-ATH-1119395
AT1G19540,AT1G19540.1,A0A178WLZ6,R-ATH-1119453
AT1G19540,AT1G19540.2,A0A1P8APG5,R-ATH-1119395
AT1G19540,AT1G19540.2,A0A1P8APG5,R-ATH-1119453
AT1G19540,AT1G19540.2,A0A178WBS4,R-ATH-1119395
AT1G19540,AT1G19540.2,A0A178WBS4,R-ATH-1119453
AT4G39210,AT4G39210.1,A0A178US50,R-ATH-1119477
AT4G39210,AT4G39210.2,A0A178US50,R-ATH-1119477
AT5G61410,AT5G61410.2,Q9SAU2,R-ATH-1119519
AT5G61410,AT5G61410.2,A0A178UPG9,R-ATH-1119519
AT5G61410,AT5G61410.2,C0Z3J9,R-ATH-1119519
AT5G61410,AT5G61410.1,Q9SAU2,R-ATH-1119519
AT5G61410,AT5G61410.1,A0A178UPG9,R-ATH-1119519
AT3G04940,AT3G04940.2,ND,R-ATH-1119331
AT3G04940,AT3G04940.1,A0A178VGG1,R-ATH-1119331
AT4G14940,AT4G14940.1,A0A178V831,R-ATH-1119486
AT4G14940,AT4G14940.1,A0A178V831,R-ATH-1119271
AT5G16010,AT5G16010.1,Q9LFS3,R-ATH-1119456
AT5G16010,AT5G16010.1,A0A178U7B8,R-ATH-1119456
AT5G02730,AT5G02730.1,Q9LZ12,R-ATH-6788019
AT5G02730,AT5G02730.1,A0A178UA84,R-ATH-6788019
AT3G46670,AT3G46670.1,W8PUR9,R-ATH-1119473
AT3G46670,AT3G46670.1,A0A384KN75,R-ATH-1119473
AT1G31230,AT1G31230.1,A0A178WJ13,R-ATH-1119273
AT1G31230,AT1G31230.1,A0A178WJ13,R-ATH-1119283
AT1G31230,AT1G31230.1,A0A178WJ13,R-ATH-1119419
AT1G31230,AT1G31230.1,A0A178WJ13,R-ATH-1119295
AT3G58990,AT3G58990.1,A0A178VAQ3,R-ATH-1119540
AT3G55450,AT3G55450.1,A0A178V6L5,R-ATH-9611432
AT3G55450,AT3G55450.2,F4IWV6,R-ATH-9611432
AT3G23240,AT3G23240.1,A0A178VAI9,R-ATH-6787011
AT2G44990,AT2G44990.2,A0A1P8B119,R-ATH-5367729
AT2G44990,AT2G44990.2,A5YYP3,R-ATH-5367729
AT2G44990,AT2G44990.2,A5YYP8,R-ATH-5367729
AT2G44990,AT2G44990.1,ND,R-ATH-5367729
AT2G44990,AT2G44990.3,A0A1P8B107,R-ATH-5367729
AT2G44990,AT2G44990.3,A0A178VU61,R-ATH-5367729
AT3G08860,AT3G08860.2,A0A1I9LPN6,R-ATH-1119610
AT3G08860,AT3G08860.1,Q0WWF1,R-ATH-1119610
AT3G08860,AT3G08860.1,A0A178V7X5,R-ATH-1119610
AT3G17820,AT3G17820.1,A0A178VNQ6,R-ATH-1119291
AT3G17820,AT3G17820.1,A0A178VNQ6,R-ATH-1119293
AT3G17820,AT3G17820.1,A0A178VNQ6,R-ATH-1119443
AT3G17820,AT3G17820.1,Q42073,R-ATH-1119291
AT3G17820,AT3G17820.1,Q42073,R-ATH-1119293
AT3G17820,AT3G17820.1,Q42073,R-ATH-1119443
AT3G17820,AT3G17820.1,Q42187,R-ATH-1119291
AT3G17820,AT3G17820.1,Q42187,R-ATH-1119293
AT3G17820,AT3G17820.1,Q42187,R-ATH-1119443
AT3G14790,AT3G14790.1,A0A178VEJ5,R-ATH-1119428
AT3G14790,AT3G14790.1,A0A178VEJ5,R-ATH-1119620
AT3G14790,AT3G14790.2,A0A1I9LN83,R-ATH-1119428
AT3G14790,AT3G14790.2,A0A1I9LN83,R-ATH-1119620
AT3G14790,AT3G14790.2,Q56Z49,R-ATH-1119428
AT3G14790,AT3G14790.2,Q56Z49,R-ATH-1119620
AT3G18850,AT3G18850.6,A0A1I9LQD2,R-ATH-1119402
AT3G18850,AT3G18850.3,A0A178VAY6,R-ATH-1119402
AT3G18850,AT3G18850.2,A0A178VAY6,R-ATH-1119402
AT3G18850,AT3G18850.4,A0A178VAY6,R-ATH-1119402
AT3G18850,AT3G18850.5,F4J9W3,R-ATH-1119402
AT3G18850,AT3G18850.1,A0A178VAY6,R-ATH-1119402
AT1G48860,AT1G48860.1,Q9FVP6,R-ATH-1119430
AT1G48860,AT1G48860.1,A0A178WDZ9,R-ATH-1119430
AT1G48860,AT1G48860.1,Q8LC97,R-ATH-1119430
AT1G48860,AT1G48860.2,F4I035,R-ATH-1119430
AT1G27680,AT1G27680.1,A0A178W595,R-ATH-1119477
AT1G75340,AT1G75340.3,A0A1P8AU48,R-ATH-5632095
AT1G75340,AT1G75340.1,A0A178WC81,R-ATH-5632095
AT1G75340,AT1G75340.2,ND,R-ATH-5632095
AT1G11300,AT1G11300.2,A0A1P8ASF1,R-ATH-9611432
AT1G11300,AT1G11300.1,A0A178WMJ8,R-ATH-9611432
AT2G18360,AT2G18360.1,Q9ASW5,R-ATH-1119450
AT2G18360,AT2G18360.1,A0A178W056,R-ATH-1119450
AT2G18360,AT2G18360.2,A0A1P8B251,R-ATH-1119450
AT2G17265,AT2G17265.1,A0A178VPL4,R-ATH-1119262
AT2G17265,AT2G17265.1,A0A178VPL4,R-ATH-1119400
AT2G17265,AT2G17265.1,A0A097PK69,R-ATH-1119262
AT2G17265,AT2G17265.1,A0A097PK69,R-ATH-1119400
AT3G61510,AT3G61510.1,Q9LKV4,R-ATH-1119334
AT3G61510,AT3G61510.1,Q9LKV4,R-ATH-1119624
AT3G61510,AT3G61510.1,A0A178VE54,R-ATH-1119334
AT3G61510,AT3G61510.1,A0A178VE54,R-ATH-1119624
AT4G13430,AT4G13430.1,C0Z3H8,R-ATH-1119540
AT4G13430,AT4G13430.1,B9W2J1,R-ATH-1119540
AT4G13430,AT4G13430.1,B9W2G9,R-ATH-1119540
AT4G13430,AT4G13430.1,A0A178UWP5,R-ATH-1119540
AT1G17720,AT1G17720.1,Q0WW19,R-ATH-5632095
AT1G17720,AT1G17720.1,A0A178WKH8,R-ATH-5632095
AT1G17720,AT1G17720.2,A0A178WIR9,R-ATH-5632095
AT3G20040,AT3G20040.1,A0A178VNP2,R-ATH-1119595
AT3G20040,AT3G20040.1,A0A178VNP2,R-ATH-1119628
AT3G20040,AT3G20040.1,A0A178VNP2,R-ATH-1119601
AT2G14170,AT2G14170.1,A0A178VQ51,R-ATH-1119479
AT2G14170,AT2G14170.2,A8MQR6,R-ATH-1119479
AT2G14170,AT2G14170.3,A8MQH4,R-ATH-1119479
AT1G12050,AT1G12050.1,A0A178W9V5,R-ATH-1119506
AT5G22020,AT5G22020.2,Q9C586,R-ATH-1119438
AT5G22020,AT5G22020.2,A0A384L1G6,R-ATH-1119438
AT5G22020,AT5G22020.1,Q9C586,R-ATH-1119438
AT5G22020,AT5G22020.1,A0A384L1G6,R-ATH-1119438
AT5G22020,AT5G22020.3,Q9C586,R-ATH-1119438
AT5G22020,AT5G22020.3,A0A384L1G6,R-ATH-1119438
AT5G22020,AT5G22020.3,Q56XH7,R-ATH-1119438
AT2G45290,AT2G45290.2,ND,R-ATH-1119519
AT2G45290,AT2G45290.1,Q570I3,R-ATH-1119519
AT2G45290,AT2G45290.1,A0A178VQH8,R-ATH-1119519
AT5G62790,AT5G62790.1,A0A178UDZ0,R-ATH-1119464
AT5G62790,AT5G62790.2,F4K7T6,R-ATH-1119464
AT1G74320,AT1G74320.1,A0A178WFH9,R-ATH-1119556
AT4G35260,AT4G35260.1,A0A178UVS2,R-ATH-1119533
AT4G35260,AT4G35260.1,A0A178UVS2,R-ATH-1119540
AT1G70730,AT1G70730.3,F4I6W4,R-ATH-1119477
AT1G70730,AT1G70730.3,F4I6W4,R-ATH-1119465
AT1G70730,AT1G70730.3,A0A178W3C5,R-ATH-1119477
AT1G70730,AT1G70730.3,A0A178W3C5,R-ATH-1119465
AT1G70730,AT1G70730.1,Q0WN31,R-ATH-1119477
AT1G70730,AT1G70730.1,Q0WN31,R-ATH-1119465
AT1G70730,AT1G70730.2,F4I6W3,R-ATH-1119477
AT1G70730,AT1G70730.2,F4I6W3,R-ATH-1119465
AT2G28190,AT2G28190.1,A0A178VRV1,R-ATH-1119403
AT2G28190,AT2G28190.1,A0A178VQA7,R-ATH-1119403
AT2G28190,AT2G28190.1,B2CU06,R-ATH-1119403
AT5G09300,AT5G09300.4,A0A1P8BEI9,R-ATH-1119479
AT5G09300,AT5G09300.1,A0A178UAP5,R-ATH-1119479
AT5G09300,AT5G09300.3,A0A1P8BEJ4,R-ATH-1119479
AT5G09300,AT5G09300.2,F4KCJ8,R-ATH-1119479
AT3G01910,AT3G01910.2,F4JBZ5,R-ATH-1119612
AT3G01910,AT3G01910.1,Q0WWA1,R-ATH-1119612
AT3G01910,AT3G01910.1,A0A384KPJ8,R-ATH-1119612
AT3G01910,AT3G01910.3,A8MRF8,R-ATH-1119612
AT5G12200,AT5G12200.1,A0A178UKD8,R-ATH-1119297
AT5G12200,AT5G12200.1,Q56YS5,R-ATH-1119297
AT5G12200,AT5G12200.1,Q94K57,R-ATH-1119297
AT5G27450,AT5G27450.3,A0A178UNV0,R-ATH-1119615
AT5G27450,AT5G27450.1,A0A178UNV0,R-ATH-1119615
AT5G27450,AT5G27450.2,A0A178UNV0,R-ATH-1119615
AT4G26720,AT4G26720.1,A0A178V0Q8,R-ATH-5632095
AT1G01560,AT1G01560.1,ND,R-ATH-6788019
AT1G01560,AT1G01560.4,ND,R-ATH-6788019
AT1G01560,AT1G01560.3,A0A1P8ASZ4,R-ATH-6788019
AT1G01560,AT1G01560.2,A0A178W1B0,R-ATH-6788019
AT2G41220,AT2G41220.1,A0A178VVG3,R-ATH-1119420
AT4G14910,AT4G14910.2,A8MQQ8,R-ATH-1119509
AT4G14910,AT4G14910.2,A0A178V3L2,R-ATH-1119509
AT4G14910,AT4G14910.3,F4JIH9,R-ATH-1119509
AT4G14910,AT4G14910.1,A0A178V571,R-ATH-1119509
AT1G25083,AT1G25083.1,Q9FE37,R-ATH-1119494
AT1G79470,AT1G79470.1,Q8L8U2,R-ATH-1119407
AT1G79470,AT1G79470.1,A0A178W5X8,R-ATH-1119407
AT1G32640,AT1G32640.1,A0A178W7C3,R-ATH-6787011
AT2G31230,AT2G31230.1,A0A178VV98,R-ATH-6787011
AT4G33580,AT4G33580.1,A0A178V525,R-ATH-1119586
AT4G33580,AT4G33580.3,ND,R-ATH-1119586
AT4G33580,AT4G33580.2,ND,R-ATH-1119586
AT1G19230,AT1G19230.1,ND,R-ATH-9607185
AT1G19230,AT1G19230.2,A0A178WN42,R-ATH-9607185
AT1G19230,AT1G19230.2,A0A178WNB7,R-ATH-9607185
AT4G19230,AT4G19230.2,A8MRX5,R-ATH-1119609
AT4G19230,AT4G19230.1,A0A178V0Q6,R-ATH-1119609
AT1G16300,AT1G16300.1,A0A178W311,R-ATH-1119273
AT1G16300,AT1G16300.1,A0A178W311,R-ATH-1119283
AT1G08200,AT1G08200.1,A0A178WCP0,R-ATH-1119563
AT1G08200,AT1G08200.1,A0A178WCP0,R-ATH-5654894
AT2G39940,AT2G39940.1,A0A178VMU2,R-ATH-6787011
AT2G39940,AT2G39940.1,B0ZY42,R-ATH-6787011
AT2G39940,AT2G39940.1,B0ZXW7,R-ATH-6787011
AT2G39940,AT2G39940.1,B0ZY09,R-ATH-6787011
AT2G39940,AT2G39940.1,B2BD96,R-ATH-6787011
AT2G39940,AT2G39940.1,B0ZXW3,R-ATH-6787011
AT2G39940,AT2G39940.1,B2BDA3,R-ATH-6787011
AT2G18750,AT2G18750.1,A0A178VP49,R-ATH-6788019
AT2G18750,AT2G18750.2,A0A178VP49,R-ATH-6788019
AT2G18750,AT2G18750.3,A0A178VP49,R-ATH-6788019
AT4G33010,AT4G33010.1,A0A178UTF1,R-ATH-1119312
AT4G33010,AT4G33010.1,Q93Z12,R-ATH-1119312
AT4G33010,AT4G33010.2,B3H5Y8,R-ATH-1119312
AT4G33010,AT4G33010.2,Q42350,R-ATH-1119312
AT1G51760,AT1G51760.1,A0A178W8I8,R-ATH-1119580
AT4G11820,AT4G11820.1,ND,R-ATH-1119615
AT4G11820,AT4G11820.3,ND,R-ATH-1119615
AT4G11820,AT4G11820.2,A0A178V7M2,R-ATH-1119615
AT1G68010,AT1G68010.1,A0A178WM81,R-ATH-1119312
AT1G68010,AT1G68010.2,ND,R-ATH-1119312
AT1G68010,AT1G68010.3,A0A1P8ANC0,R-ATH-1119312
AT4G11280,AT4G11280.1,A0A178UYW5,R-ATH-1119334
AT4G11280,AT4G11280.1,A0A178UYW5,R-ATH-1119624
AT4G30580,AT4G30580.1,A0A178V2R3,R-ATH-1119402
AT4G30580,AT4G30580.1,A0A178V0Y8,R-ATH-1119402
AT4G23920,AT4G23920.1,A0A178V4G0,R-ATH-1119452
AT1G54100,AT1G54100.1,A0A178W3F2,R-ATH-1119337
AT1G54100,AT1G54100.1,A0A178W3F2,R-ATH-1119365
AT1G54100,AT1G54100.2,A0A178W3F2,R-ATH-1119337
AT1G54100,AT1G54100.2,A0A178W3F2,R-ATH-1119365
AT4G34710,AT4G34710.2,A0A178V3H1,R-ATH-1119304
AT4G34710,AT4G34710.2,A0A178V3H1,R-ATH-1119447
AT4G34710,AT4G34710.1,ND,R-ATH-1119304
AT4G34710,AT4G34710.1,ND,R-ATH-1119447
AT3G46700,AT3G46700.1,W8Q6Q0,R-ATH-1119473
AT3G46700,AT3G46700.1,A0A178VF71,R-ATH-1119473
AT5G38530,AT5G38530.1,Q9FFW8,R-ATH-1119494
AT5G38530,AT5G38530.1,A0A178UFQ0,R-ATH-1119494
AT2G04350,AT2G04350.1,ND,R-ATH-1119623
AT2G04350,AT2G04350.2,A0A178VSW7,R-ATH-1119623
AT4G10960,AT4G10960.1,A0A178V1Y1,R-ATH-1119452
AT5G16570,AT5G16570.2,A0A1P8BF22,R-ATH-1119291
AT5G16570,AT5G16570.2,A0A1P8BF22,R-ATH-1119293
AT5G16570,AT5G16570.2,A0A1P8BF22,R-ATH-1119443
AT5G16570,AT5G16570.1,A0A178UB24,R-ATH-1119291
AT5G16570,AT5G16570.1,A0A178UB24,R-ATH-1119293
AT5G16570,AT5G16570.1,A0A178UB24,R-ATH-1119443
AT5G14800,AT5G14800.2,F4K884,R-ATH-1119289
AT5G14800,AT5G14800.2,F4K884,R-ATH-1119631
AT5G14800,AT5G14800.2,F4K884,R-ATH-1119318
AT5G14800,AT5G14800.1,A0A178UNE0,R-ATH-1119289
AT5G14800,AT5G14800.1,A0A178UNE0,R-ATH-1119631
AT5G14800,AT5G14800.1,A0A178UNE0,R-ATH-1119318
AT5G14800,AT5G14800.1,Q41907,R-ATH-1119289
AT5G14800,AT5G14800.1,Q41907,R-ATH-1119631
AT5G14800,AT5G14800.1,Q41907,R-ATH-1119318
AT4G02280,AT4G02280.1,W8Q6L8,R-ATH-1119452
AT4G02280,AT4G02280.1,W8Q6L8,R-ATH-1119465
AT4G02280,AT4G02280.1,A0A384L6N1,R-ATH-1119452
AT4G02280,AT4G02280.1,A0A384L6N1,R-ATH-1119465
AT3G55590,AT3G55590.1,A0A178V7C0,R-ATH-1119410
AT1G74470,AT1G74470.1,A0A178W817,R-ATH-1119602
AT1G74470,AT1G74470.1,A0A178W817,R-ATH-1119605
AT2G29690,AT2G29690.2,A0A1P8B1S3,R-ATH-1119494
AT2G29690,AT2G29690.1,A0A178VSK8,R-ATH-1119494
AT1G08420,AT1G08420.1,A0A178WHH8,R-ATH-5632095
AT1G08420,AT1G08420.1,B9DFZ9,R-ATH-5632095
AT1G08420,AT1G08420.1,A8I799,R-ATH-5632095
AT1G08420,AT1G08420.2,F4HW26,R-ATH-5632095
AT5G59580,AT5G59580.1,W8QN43,R-ATH-1119473
AT5G59580,AT5G59580.1,A0A178U937,R-ATH-1119473
AT5G53120,AT5G53120.3,ND,R-ATH-1119317
AT5G53120,AT5G53120.3,ND,R-ATH-1119343
AT5G53120,AT5G53120.7,A0A1R7T3F8,R-ATH-1119317
AT5G53120,AT5G53120.7,A0A1R7T3F8,R-ATH-1119343
AT5G53120,AT5G53120.5,ND,R-ATH-1119317
AT5G53120,AT5G53120.5,ND,R-ATH-1119343
AT5G53120,AT5G53120.2,ND,R-ATH-1119317
AT5G53120,AT5G53120.2,ND,R-ATH-1119343
AT5G53120,AT5G53120.6,F4KJ05,R-ATH-1119317
AT5G53120,AT5G53120.6,F4KJ05,R-ATH-1119343
AT5G53120,AT5G53120.4,A0A178UDL3,R-ATH-1119317
AT5G53120,AT5G53120.4,A0A178UDL3,R-ATH-1119343
AT5G53120,AT5G53120.1,ND,R-ATH-1119317
AT5G53120,AT5G53120.1,ND,R-ATH-1119343
AT3G51450,AT3G51450.1,A0A178V7T5,R-ATH-1119438
AT4G21060,AT4G21060.2,A0A1W6AK01,R-ATH-1119341
AT4G21060,AT4G21060.2,A0A178UV82,R-ATH-1119341
AT4G21060,AT4G21060.1,F4JIK9,R-ATH-1119341
AT4G21060,AT4G21060.1,A0A178V454,R-ATH-1119341
AT3G17390,AT3G17390.1,A0A178VIP8,R-ATH-1119501
AT3G17390,AT3G17390.1,A0A178VIP8,R-ATH-1119334
AT3G17390,AT3G17390.1,A0A178VIP8,R-ATH-1119624
AT3G17390,AT3G17390.1,A0A178VIP8,R-ATH-9025754
AT3G17390,AT3G17390.1,Q42242,R-ATH-1119501
AT3G17390,AT3G17390.1,Q42242,R-ATH-1119334
AT3G17390,AT3G17390.1,Q42242,R-ATH-1119624
AT3G17390,AT3G17390.1,Q42242,R-ATH-9025754
AT3G17390,AT3G17390.1,Q41961,R-ATH-1119501
AT3G17390,AT3G17390.1,Q41961,R-ATH-1119334
AT3G17390,AT3G17390.1,Q41961,R-ATH-1119624
AT3G17390,AT3G17390.1,Q41961,R-ATH-9025754
AT3G17390,AT3G17390.1,Q42169,R-ATH-1119501
AT3G17390,AT3G17390.1,Q42169,R-ATH-1119334
AT3G17390,AT3G17390.1,Q42169,R-ATH-1119624
AT3G17390,AT3G17390.1,Q42169,R-ATH-9025754
AT5G12150,AT5G12150.2,B3H5D4,R-ATH-9611432
AT5G12150,AT5G12150.1,A0A178UC38,R-ATH-9611432
AT2G27150,AT2G27150.6,A0A1P8AZK7,R-ATH-1119486
AT2G27150,AT2G27150.2,A0A178VZD9,R-ATH-1119486
AT2G27150,AT2G27150.3,A0A1P8AZK7,R-ATH-1119486
AT2G27150,AT2G27150.5,A0A1P8AZL3,R-ATH-1119486
AT2G27150,AT2G27150.4,A0A1P8AZL6,R-ATH-1119486
AT2G27150,AT2G27150.1,ND,R-ATH-1119486
AT1G65060,AT1G65060.2,F4I9T8,R-ATH-1119418
AT1G65060,AT1G65060.1,A0A178WCE0,R-ATH-1119418
AT2G21550,AT2G21550.1,Q9SIK4,R-ATH-1119523
AT2G21550,AT2G21550.1,Q9SIK4,R-ATH-1119265
AT2G21550,AT2G21550.2,A0A1P8B0G7,R-ATH-1119523
AT2G21550,AT2G21550.2,A0A1P8B0G7,R-ATH-1119265
AT2G21550,AT2G21550.2,A0A178VV38,R-ATH-1119523
AT2G21550,AT2G21550.2,A0A178VV38,R-ATH-1119265
AT2G21550,AT2G21550.2,A0A178VTB5,R-ATH-1119523
AT2G21550,AT2G21550.2,A0A178VTB5,R-ATH-1119265
AT2G21550,AT2G21550.2,A0A178VTI2,R-ATH-1119523
AT2G21550,AT2G21550.2,A0A178VTI2,R-ATH-1119265
AT1G08550,AT1G08550.3,B9DGR5,R-ATH-1119449
AT1G08550,AT1G08550.3,A0A384K8V4,R-ATH-1119449
AT1G08550,AT1G08550.1,B9DGR5,R-ATH-1119449
AT1G08550,AT1G08550.1,A0A384K8V4,R-ATH-1119449
AT1G08550,AT1G08550.2,B9DGR5,R-ATH-1119449
AT1G08550,AT1G08550.2,A0A384K8V4,R-ATH-1119449
AT1G08550,AT1G08550.2,A0A178WLI7,R-ATH-1119449
AT1G08550,AT1G08550.2,A0A178WJT3,R-ATH-1119449
AT5G28900,AT5G28900.1,ND,R-ATH-5632095
AT1G08320,AT1G08320.5,A0A178WGY8,R-ATH-6788019
AT1G08320,AT1G08320.2,A0A178WGY8,R-ATH-6788019
AT1G08320,AT1G08320.3,A0A178WGU6,R-ATH-6788019
AT1G08320,AT1G08320.3,Q9SJF7,R-ATH-6788019
AT1G08320,AT1G08320.3,A0A178WIM8,R-ATH-6788019
AT1G08320,AT1G08320.3,A0A178WKE7,R-ATH-6788019
AT1G08320,AT1G08320.4,ND,R-ATH-6788019
AT1G08320,AT1G08320.1,ND,R-ATH-6788019
AT1G30620,AT1G30620.5,A0A1P8AS43,R-ATH-1119428
AT1G30620,AT1G30620.5,A0A1P8AS43,R-ATH-1119620
AT1G30620,AT1G30620.5,A0A1P8AS43,R-ATH-1119574
AT1G30620,AT1G30620.2,B9DGJ1,R-ATH-1119428
AT1G30620,AT1G30620.2,B9DGJ1,R-ATH-1119620
AT1G30620,AT1G30620.2,B9DGJ1,R-ATH-1119574
AT1G30620,AT1G30620.2,A0A384K925,R-ATH-1119428
AT1G30620,AT1G30620.2,A0A384K925,R-ATH-1119620
AT1G30620,AT1G30620.2,A0A384K925,R-ATH-1119574
AT1G30620,AT1G30620.4,B9DGJ1,R-ATH-1119428
AT1G30620,AT1G30620.4,B9DGJ1,R-ATH-1119620
AT1G30620,AT1G30620.4,B9DGJ1,R-ATH-1119574
AT1G30620,AT1G30620.4,A0A384K925,R-ATH-1119428
AT1G30620,AT1G30620.4,A0A384K925,R-ATH-1119620
AT1G30620,AT1G30620.4,A0A384K925,R-ATH-1119574
AT1G30620,AT1G30620.4,A0A178VRT9,R-ATH-1119428
AT1G30620,AT1G30620.4,A0A178VRT9,R-ATH-1119620
AT1G30620,AT1G30620.4,A0A178VRT9,R-ATH-1119574
AT1G30620,AT1G30620.3,A8MR41,R-ATH-1119428
AT1G30620,AT1G30620.3,A8MR41,R-ATH-1119620
AT1G30620,AT1G30620.3,A8MR41,R-ATH-1119574
AT1G30620,AT1G30620.6,B9DGJ1,R-ATH-1119428
AT1G30620,AT1G30620.6,B9DGJ1,R-ATH-1119620
AT1G30620,AT1G30620.6,B9DGJ1,R-ATH-1119574
AT1G30620,AT1G30620.6,A0A384K925,R-ATH-1119428
AT1G30620,AT1G30620.6,A0A384K925,R-ATH-1119620
AT1G30620,AT1G30620.6,A0A384K925,R-ATH-1119574
AT1G30620,AT1G30620.1,B9DGJ1,R-ATH-1119428
AT1G30620,AT1G30620.1,B9DGJ1,R-ATH-1119620
AT1G30620,AT1G30620.1,B9DGJ1,R-ATH-1119574
AT1G30620,AT1G30620.1,A0A384K925,R-ATH-1119428
AT1G30620,AT1G30620.1,A0A384K925,R-ATH-1119620
AT1G30620,AT1G30620.1,A0A384K925,R-ATH-1119574
AT5G64370,AT5G64370.1,A0A178UGH6,R-ATH-1119297
AT2G23070,AT2G23070.1,A0A178VQH1,R-ATH-8933811
AT2G23070,AT2G23070.1,Q6QJ32,R-ATH-8933811
AT3G45300,AT3G45300.1,Q0WPE4,R-ATH-1119479
AT3G45300,AT3G45300.1,A0A178VF82,R-ATH-1119479
AT3G45300,AT3G45300.1,B9DG07,R-ATH-1119479
AT3G14130,AT3G14130.1,ND,R-ATH-1119312
AT3G14130,AT3G14130.1,ND,R-ATH-1119596
AT3G14130,AT3G14130.2,A0A1I9LRL2,R-ATH-1119312
AT3G14130,AT3G14130.2,A0A1I9LRL2,R-ATH-1119596
AT3G14130,AT3G14130.4,A0A1I9LRL0,R-ATH-1119312
AT3G14130,AT3G14130.4,A0A1I9LRL0,R-ATH-1119596
AT3G14130,AT3G14130.3,A0A178VHT4,R-ATH-1119312
AT3G14130,AT3G14130.3,A0A178VHT4,R-ATH-1119596
AT3G48780,AT3G48780.1,ND,R-ATH-1119325
AT3G48780,AT3G48780.1,ND,R-ATH-1119610
AT3G48780,AT3G48780.2,A0A178VGT5,R-ATH-1119325
AT3G48780,AT3G48780.2,A0A178VGT5,R-ATH-1119610
AT5G58220,AT5G58220.1,D8V0F3,R-ATH-1119407
AT5G58220,AT5G58220.1,A0A178UEF0,R-ATH-1119407
AT5G58220,AT5G58220.2,ND,R-ATH-1119407
AT5G58220,AT5G58220.3,D8V0F4,R-ATH-1119407
AT5G58220,AT5G58220.3,A0A178UFN9,R-ATH-1119407
AT3G04520,AT3G04520.1,A0A178VL48,R-ATH-1119610
AT3G04520,AT3G04520.1,A0A178VL48,R-ATH-1119271
AT3G04520,AT3G04520.2,F4J4S1,R-ATH-1119610
AT3G04520,AT3G04520.2,F4J4S1,R-ATH-1119271
AT3G04520,AT3G04520.3,ND,R-ATH-1119610
AT3G04520,AT3G04520.3,ND,R-ATH-1119271
AT5G44090,AT5G44090.1,A0A178UDP7,R-ATH-5632095
AT5G44090,AT5G44090.2,A0A1P8BH17,R-ATH-5632095
AT4G29010,AT4G29010.1,A0A178UXN1,R-ATH-1119445
AT4G29010,AT4G29010.1,Q570E1,R-ATH-1119445
AT4G29010,AT4G29010.1,Q56Y55,R-ATH-1119445
AT4G17640,AT4G17640.1,A0A178UV49,R-ATH-8933811
AT4G17640,AT4G17640.2,F4JP94,R-ATH-8933811
AT3G10050,AT3G10050.1,A0A178VHF4,R-ATH-1119460
AT3G10050,AT3G10050.1,Q8GUG5,R-ATH-1119460
AT1G54450,AT1G54450.1,A0A178WLQ8,R-ATH-5632095
AT3G12120,AT3G12120.2,A0A178VIK7,R-ATH-1119300
AT3G12120,AT3G12120.1,A0A178VIK7,R-ATH-1119300
AT3G12120,AT3G12120.1,Q19MZ0,R-ATH-1119300
AT3G12120,AT3G12120.1,Q8LFZ8,R-ATH-1119300
AT5G57890,AT5G57890.1,ND,R-ATH-1119494
AT5G63890,AT5G63890.2,A0A178UP37,R-ATH-1119509
AT5G63890,AT5G63890.1,ND,R-ATH-1119509
AT2G25000,AT2G25000.1,Q0WSE5,R-ATH-6788019
AT2G25000,AT2G25000.1,A0A178W1P0,R-ATH-6788019
AT2G25000,AT2G25000.1,Q8LBV3,R-ATH-6788019
AT2G25000,AT2G25000.4,A0A1P8B2U6,R-ATH-6788019
AT2G25000,AT2G25000.3,A0A1P8B2R2,R-ATH-6788019
AT2G25000,AT2G25000.2,A0A1P8B2U6,R-ATH-6788019
AT5G53970,AT5G53970.1,A0A178UFQ1,R-ATH-1119400
AT5G53970,AT5G53970.1,A0A178UFQ1,R-ATH-1119389
AT5G53970,AT5G53970.1,A0A178UFQ1,R-ATH-1119506
AT5G53970,AT5G53970.1,A0A178UFQ1,R-ATH-1119267
AT1G11840,AT1G11840.5,ND,R-ATH-1119506
AT1G11840,AT1G11840.5,ND,R-ATH-1119287
AT1G11840,AT1G11840.2,A0A178W7B0,R-ATH-1119506
AT1G11840,AT1G11840.2,A0A178W7B0,R-ATH-1119287
AT1G11840,AT1G11840.3,A0A178W7B0,R-ATH-1119506
AT1G11840,AT1G11840.3,A0A178W7B0,R-ATH-1119287
AT1G11840,AT1G11840.1,A0A178W7B0,R-ATH-1119506
AT1G11840,AT1G11840.1,A0A178W7B0,R-ATH-1119287
AT1G11840,AT1G11840.4,A0A178W7B0,R-ATH-1119506
AT1G11840,AT1G11840.4,A0A178W7B0,R-ATH-1119287
AT1G11840,AT1G11840.6,ND,R-ATH-1119506
AT1G11840,AT1G11840.6,ND,R-ATH-1119287
AT2G26170,AT2G26170.1,A0A178VR04,R-ATH-5367729
